-4.959271000e+05   4.348195622e+03   9.455763950e+01   3.292483196e-06   5.794816074e-04   2.592869180e+03   1.989000095e+30   6.864388013e+03   1.640705347e+00   0.000000000e+00   1.046375431e+05   3.890962601e-01   1.007591248e+00
-4.904521000e+05   4.348491376e+03   9.962772829e+01   3.469052656e-06   6.053543619e-04   2.593105393e+03   1.989000095e+30   6.865730534e+03   1.641361237e+00   0.000000000e+00   1.049204379e+05   3.893875778e-01   1.007232428e+00
-4.849342000e+05   4.348819391e+03   1.050124765e+02   3.656544567e-06   6.325422610e-04   2.593162366e+03   1.989000095e+30   6.867065281e+03   1.641996861e+00   0.000000000e+00   1.049228084e+05   3.896655738e-01   1.006883621e+00
-4.793767000e+05   4.349183165e+03   1.107301695e+02   3.855586495e-06   6.611043933e-04   2.593060494e+03   1.989000095e+30   6.868406255e+03   1.642617464e+00   0.000000000e+00   1.049249090e+05   3.899340630e-01   1.006547332e+00
-4.737824000e+05   4.349586572e+03   1.167999808e+02   4.066837852e-06   6.911013949e-04   2.592840070e+03   1.989000095e+30   6.869774912e+03   1.643232822e+00   0.000000000e+00   1.049289665e+05   3.901993930e-01   1.006227016e+00
-4.681541000e+05   4.350033899e+03   1.232423386e+02   4.290994965e-06   7.225964686e-04   2.592549488e+03   1.989000095e+30   6.871202451e+03   1.643855214e+00   0.000000000e+00   1.049338183e+05   3.904693425e-01   1.005927324e+00
-4.624942000e+05   4.350529891e+03   1.300788921e+02   4.528800026e-06   7.556567099e-04   2.592116196e+03   1.989000095e+30   6.872637408e+03   1.644459486e+00   0.000000000e+00   1.049406905e+05   3.907331526e-01   1.005653143e+00
-4.568051000e+05   4.351079796e+03   1.373324787e+02   4.781031798e-06   7.903518172e-04   2.591488785e+03   1.989000095e+30   6.874062350e+03   1.645035625e+00   0.000000000e+00   1.049482396e+05   3.909863532e-01   1.005402446e+00
-4.510889000e+05   4.351689417e+03   1.450275233e+02   5.048516165e-06   8.267555592e-04   2.590648901e+03   1.989000095e+30   6.875499623e+03   1.645590782e+00   0.000000000e+00   1.049571362e+05   3.912310898e-01   1.005170584e+00
-4.453475000e+05   4.352365170e+03   1.531898053e+02   5.332127279e-06   8.649459156e-04   2.589584547e+03   1.989000095e+30   6.876973022e+03   1.646134377e+00   0.000000000e+00   1.049682068e+05   3.914710581e-01   1.004951000e+00
-4.395827000e+05   4.353114143e+03   1.618466361e+02   5.632781767e-06   9.050043293e-04   2.588283396e+03   1.989000095e+30   6.878522119e+03   1.646681190e+00   0.000000000e+00   1.049816833e+05   3.917116821e-01   1.004734516e+00
-4.337961000e+05   4.353944166e+03   1.710269260e+02   5.951447211e-06   9.470169135e-04   2.586690244e+03   1.989000095e+30   6.880131046e+03   1.647219658e+00   0.000000000e+00   1.049972878e+05   3.919492662e-01   1.004519463e+00
-4.279893000e+05   4.354863880e+03   1.807612837e+02   6.289147862e-06   9.910752792e-04   2.584748275e+03   1.989000095e+30   6.881766104e+03   1.647730589e+00   0.000000000e+00   1.050152207e+05   3.921772242e-01   1.004311204e+00
-4.221635000e+05   4.355882820e+03   1.910823499e+02   6.646975675e-06   1.037278046e-03   2.582434506e+03   1.989000095e+30   6.883438175e+03   1.648216844e+00   0.000000000e+00   1.050360076e+05   3.923961222e-01   1.004110098e+00
