0.000000000000000000e+00 5.777507522000000790e+03 7.608475982999995722e+03 2.068802871235675411e-04 1.636560816015747332e+04 1.002690124511718750e+04 3.887281096782576606e-01 1.005010843276977539e+00 1.543317626953125000e+05 1.645389353843512072e+04 1.444046283962617250e-01
1.392021388084524915e+03 5.785917781008161910e+03 7.684942437885024447e+03 2.086550239255302586e-04 1.636612387958021827e+04 1.003006439208984375e+04 3.886444362224089621e-01 1.005024552345275879e+00 1.542925170898437500e+05 1.645724493127775349e+04 1.465395664514809182e-01
2.786083323723932153e+03 5.794467171511582819e+03 7.762177393417980966e+03 2.104403904468199471e-04 1.636873316034366326e+04 1.003336410522460938e+04 3.885571271905242652e-01 1.005038499832153320e+00 1.542536254882812500e+05 1.646073866553054540e+04 1.487855105123561117e-01
4.182220707939502063e+03 5.803162929531821646e+03 7.840188573158781765e+03 2.122361024703423027e-04 1.637310849490588043e+04 1.003680953979492188e+04 3.884661155490863327e-01 1.005052089691162109e+00 1.542151245117187500e+05 1.646438077528673603e+04 1.511500120359239308e-01
5.580469512078084335e+03 5.812012810182704015e+03 7.918983778290411465e+03 2.140419042007124517e-04 1.637998605408852200e+04 1.004039154052734375e+04 3.883716222960636455e-01 1.005066275596618652e+00 1.541769897460937500e+05 1.646816756248605452e+04 1.536415302867852328e-01
6.980868323044344834e+03 5.821025136676634247e+03 7.998570888399044634e+03 2.158575398425455205e-04 1.638904226866189492e+04 1.004411239624023438e+04 3.882739400885077963e-01 1.005079984664916992e+00 1.541392578125000000e+05 1.647209426586265181e+04 1.562693993975910745e-01
8.383457264557937378e+03 5.830208869910354224e+03 8.078957862262015624e+03 2.176825546484906226e-04 1.640066507600697878e+04 1.004797210693359375e+04 3.881727504525346317e-01 1.005093336105346680e+00 1.541019287109375000e+05 1.647616099904087605e+04 1.590439738113496870e-01
9.788279185842417064e+03 5.839573675999158695e+03 8.160152738643700104e+03 2.195168207208553213e-04 1.641346480428694122e+04 1.005197296142578125e+04 3.880687411079808413e-01 1.005106449127197266e+00 1.540649902343750000e+05 1.648037017657105753e+04 1.619768638005236183e-01
1.119537903322779493e+04 5.849130013669834625e+03 8.242163637099400148e+03 2.213597696254510083e-04 1.642997201471637891e+04 1.005610351562500000e+04 3.879617372026304967e-01 1.005119323730468750e+00 1.540284301757812500e+05 1.648471057826640026e+04 1.650810431306599935e-01
1.260480467472043529e+04 5.858889227059567929e+03 8.324998758787300176e+03 2.232109892474909429e-04 1.644951809355103251e+04 1.006036834716796875e+04 3.878521741172841208e-01 1.005131840705871582e+00 1.539922851562500000e+05 1.648918459173501469e+04 1.683710970846286070e-01
1.401660672717953275e+04 5.868863658812916583e+03 8.408666387288603801e+03 2.250700390504789539e-04 1.647214937442089649e+04 1.006476287841796875e+04 3.877404505265547585e-01 1.005144715309143066e+00 1.539565673828125000e+05 1.649379481554168888e+04 1.718634198417405001e-01
1.543083881989596193e+04 5.879066779167063942e+03 8.493174889435878868e+03 2.269363506002264330e-04 1.649899234046030324e+04 1.006927185058593750e+04 3.876265343940012986e-01 1.005157232284545898e+00 1.539213012695312500e+05 1.649851721477768297e+04 1.755765719645924761e-01
1.684755826931390766e+04 5.889513334644489078e+03 8.578532716149768021e+03 2.288093128299806267e-04 1.652974738649244318e+04 1.007391357421875000e+04 3.875109666709289358e-01 1.005169987678527832e+00 1.538864868164062500e+05 1.650337607606673555e+04 1.795316952640842734e-01
1.826682565784599137e+04 5.900219529316094849e+03 8.664748403284074811e+03 2.306882862512793508e-04 1.656411727724750381e+04 1.007871246337890625e+04 3.873930347642962069e-01 1.005183458328247070e+00 1.538521240234375000e+05 1.650840172608567082e+04 1.837527994135720599e-01
1.968870612129188885e+04 5.911203228864712401e+03 8.751830572479355396e+03 2.325725034779679845e-04 1.660289002599464948e+04 1.008369369506835938e+04 3.872718848617214826e-01 1.005197644233703613e+00 1.538182495117187500e+05 1.651362029810040622e+04 1.882674578000401722e-01
2.111326932242052135e+04 5.922484211621595932e+03 8.839787932025101327e+03 2.344609981719258940e-04 1.664144321596822556e+04 1.008889236450195312e+04 3.871464867572084190e-01 1.005212903022766113e+00 1.537849121093750000e+05 1.651906999963580165e+04 1.931073889161399049e-01
2.254058927831703841e+04 5.934084469830295347e+03 8.928629277730564354e+03 2.363529461035795975e-04 1.666969224389278315e+04 1.009433364868164062e+04 3.870159917184211595e-01 1.005229353904724121e+00 1.537520996093750000e+05 1.652477675497811288e+04 1.983093679554975841e-01
2.397074681350663741e+04 5.946028556353063323e+03 9.018363493804348764e+03 2.382472530371160246e-04 1.668546196941457674e+04 1.010006484985351562e+04 3.868788399715202275e-01 1.005247712135314941e+00 1.537200073242187500e+05 1.653079966788203092e+04 2.039161584707884223e-01
2.540382798686932438e+04 5.958344014527108811e+03 9.108999553742842181e+03 2.401426115739013767e-04 1.668910920231100681e+04 1.010615005493164062e+04 3.867329419014134961e-01 1.005267977714538574e+00 1.536889648437500000e+05 1.653720414379735666e+04 2.099754347533853982e-01
2.683992645214674849e+04 5.971057894665917956e+03 9.200546521227568519e+03 2.420377995804301463e-04 1.668025810430690763e+04 1.011264877319335938e+04 3.865767853225756112e-01 1.005290627479553223e+00 1.536591674804687500e+05 1.654405467509770824e+04 2.163703285960708600e-01
2.827914152029758770e+04 5.984189167927332164e+03 9.293013551031564930e+03 2.439319928271288518e-04 1.667018907552315432e+04 1.011961746215820312e+04 3.864084372809393764e-01 1.005316495895385742e+00 1.536306152343750000e+05 1.655141638785897158e+04 2.230213975735257925e-01
